"","long","lat","order","hole","piece","id","group","Town","Census.Tract.x","Total.Number.of.Cases","Total.Rate.per.10.000","Number.of.Female.Cases","Female.Rate.per.10.000","Number.of.Male.Cases","Male.Rate.per.10.000","Number.of.Cases...19.Years.Old","Rate.per.10.000....19.Years.Old","Number.of.Cases...20.Years.Old","Rate.per.10.000...20.Years.Old","point","total.respiratory"
"441",-73.40470516,41.60233543,124875,FALSE,"1","09005253500","09005253500.1","New Milford","53500",85,27.8,40,"25.9",44,"29.1",24,29.6,61,27.2,0.008840113854852,0.935218277979019
"442",-73.42291216,41.53617942,126037,FALSE,"1","09005253600","09005253600.1","New Milford","53600",80,62.4,47,"71.7",33,"52.6",17,NA,64,65,0.010344205888803,1.2906163660088
"443",-73.29558915,42.04700752,126869,FALSE,"1","09005260200","09005260200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000924041020487,0.681832971101764
"444",-73.49042221,41.98997351,127278,FALSE,"1","09005261100","09005261100.1","Salisbury","61100",29,15.5,13,".",16,".",8,NA,21,13.7,0.001229152309287,0.609593905553028
"445",-73.41013017,41.78829447,128074,FALSE,"1","09005262100","09005262100.1","Sharon","62100",57,41,38,"53.6",19,".",7,NA,50,43.7,0.002416055008341,0.684230370312492
"446",-73.41013017,41.78829447,128493,FALSE,"1","09005263200","09005263200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002625977424665,0.692363067213091
"447",-73.39123816,41.72298446,128950,FALSE,"1","09005265100","09005265100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003613079746836,0.743849642221065
"448",-73.39123816,41.72298446,129245,FALSE,"1","09005266100","09005266100.1","Kent","66100",39,26.2,15,".",24,"32.700000000000003",26,84.8,14,NA,0.00811489684794,0.800663619447028
"449",-73.26144712,41.66464945,129599,FALSE,"1","09005267100","09005267100.1","Washington","67100",37,20.7,15,".",22,"24.8",13,NA,24,17,0.00477670852042,0.805537954500345
"450",-73.26106111,41.55855243,129963,FALSE,"1","09005268100","09005268100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005356510286578,0.949902534315267
"451",-72.93977502,41.89526251,130203,FALSE,"1","09005290100","09005290100.1","Barkhamsted","90100",71,37.4,38,"40.700000000000003",33,"34.200000000000003",23,47.2,48,34,0.004550415082065,0.756858429609657
"452",-73.1514951,41.95973451,130467,FALSE,"1","09005293100","09005293100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004718376311756,0.647548432780172
"453",-73.28628813,41.78059347,130680,FALSE,"1","09005296100","09005296100.1","Goshen","96100",42,28.2,36,"47.8",6,".",13,NA,29,25.1,0.003143196107892,0.625846779346225
"454",-73.09977007,41.79840348,130991,FALSE,"1","09005298300","09005298300.1","Harwinton","98300",40,28.9,22,"31.7",17,".",13,NA,27,25.8,0.005497721507116,0.838725490400423
"455",-73.01024004,41.76601648,131470,FALSE,"1","09005298400","09005298400.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005458493023346,0.813007129129962
"456",-73.28656313,41.78055947,132228,FALSE,"1","09005300100","09005300100.1","Litchfield","00100",34,25,12,".",21,"31.4",9,NA,25,23.5,0.005244906159447,0.742781463863209
"457",-73.2004281,41.79017348,132814,FALSE,"1","09005300400","09005300400.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00506916251617,0.755779063240816
"458",-73.14207508,41.67481746,133393,FALSE,"1","09005300500","09005300500.1","Litchfield","00500",57,31,25,"26.8",31,"34.200000000000003",24,55.2,33,23.5,0.005487560434981,0.801843307606986
"459",-73.25383511,41.66500745,134325,FALSE,"1","09005303100","09005303100.1","Morris","03100",25,20.9,18,".",7,".",9,NA,16,NA,0.004463266357844,0.799607948613332
"460",-73.07591606,41.80010748,134683,FALSE,"1","09005306100","09005306100.1","New Hartford","06100",64,18.4,26,"14.9",38,"21.9",27,30.4,37,14.2,0.004478505204504,0.778431661549235
"461",-73.10625407,41.81496348,135111,FALSE,"1","09005310100","09005310100.1","Torrington","10100",159,72.2,83,"73.2",75,"70.099999999999994",62,116.5,97,58.1,0.003850392097186,1.09958134723494
"462",-73.14428709,41.81826948,135391,FALSE,"1","09005310200","09005310200.1","Torrington","10200",183,125,95,"134.5",87,"114.8",54,139,129,119.9,0.003642954198813,1.25723351134002
"463",-73.12138108,41.80023048,135646,FALSE,"1","09005310300","09005310300.1","Torrington","10300",136,149.7,72,"160.4",62,"134.9",35,156.3,101,147.6,0.003919908590972,1.29505817524901
"464",-73.09908207,41.79840348,135852,FALSE,"1","09005310400","09005310400.1","Torrington","10400",61,46.1,41,"60",20,"31.3",20,74.1,41,39,0.00421952436672,1.06895147696109
"465",-73.10625407,41.81496348,136086,FALSE,"1","09005310500","09005310500.1","Torrington","10500",34,37.7,20,"42.4",14,".",11,NA,22,29.3,0.004187475874245,1.17441798025296
"466",-73.08401607,41.83166349,136268,FALSE,"1","09005310601","09005310601.1","Torrington","10601",47,25.1,24,"25.5",24,"25.9",24,44,24,18.1,0.005389225553901,0.801945187962991
"467",-73.07573006,41.80077048,136615,FALSE,"1","09005310602","09005310602.1","Torrington","10602",88,38.2,46,"37.200000000000003",42,"39.4",31,64.5,57,31.3,0.004646652201618,1.09681838759499
"468",-73.10582107,41.83178449,136941,FALSE,"1","09005310700","09005310700.1","Torrington","10700",86,40.2,51,"46.9",34,"32.299999999999997",19,NA,67,39.1,0.003399270308687,0.756537071458867
"469",-73.11588107,41.78168548,137568,FALSE,"1","09005310801","09005310801.1","Torrington","10801",229,189.7,137,"235.6",88,"140.69999999999999",80,280.7,149,161.6,0.003880480967947,0.985044497146384
"470",-73.12130708,41.80046448,137835,FALSE,"1","09005310803","09005310803.1","Torrington","10803",210,87,153,"126",56,"46.7",61,110.9,149,80,0.003747641376069,0.909486627899409
"471",-73.1985231,41.79042648,138215,FALSE,"1","09005310804","09005310804.1","Torrington","10804",107,73.4,56,"72.2",50,"73.3",46,125,61,55.9,0.004026687568647,0.772812389574464
"472",-73.09137008,41.93191351,138661,FALSE,"1","09005320100","09005320100.1","Winchester","20100",274,86.4,174,"107.2",99,"63.9",59,78.3,215,88.9,0.003357997935701,0.73956157097888
"473",-73.09217008,41.93203151,139059,FALSE,"1","09005320200","09005320200.1","Winchester","20200",161,65.8,122,"99.2",39,"32",23,43.7,138,71.8,0.003306722727788,0.698426906812382
"474",-73.25790811,41.66480045,139509,FALSE,"1","09005342100","09005342100.1","Bethlehem","42100",31,17.2,18,".",13,".",10,NA,21,15.1,0.004535755775611,0.856186188781367
"475",-73.07929506,41.68456046,139805,FALSE,"1","09005349100","09005349100.1","Thomaston","49100",58,23,24,"18.600000000000001",35,"28.4",22,33.9,37,19.7,0.010503378218944,0.971537068469737
"476",-73.07791206,41.68162446,140492,FALSE,"1","09005349200","09005349200.1","Thomaston","49200",68,47.9,24,"32.299999999999997",44,"64.900000000000006",11,NA,57,52.8,0.007289146676704,1.09531772316767
"477",-73.09653306,41.61352845,140876,FALSE,"1","09005360100","09005360100.1","Watertown","60100",96,35.8,53,"37.700000000000003",43,"33.799999999999997",23,36.7,73,35.6,0.0075142103893,1.25750559994823
"478",-73.09598506,41.61321845,141430,FALSE,"1","09005360200","09005360200.1","Watertown","60200",64,16.5,38,"19.2",26,"13.6",17,NA,47,16,0.006901047416759,1.00651761037122
"479",-73.05801104,41.58865544,142546,FALSE,"1","09005360300","09005360300.1","Watertown","60300",82,48.3,48,"54.8",34,"41.4",23,54.8,59,46.2,0.010722330597041,1.18358915464788
"480",-73.08911405,41.57566244,142845,FALSE,"1","09005360400","09005360400.1","Watertown","60400",127,42.4,62,"40.1",65,"44.8",52,76.9,75,32.3,0.008649713390481,1.28356070013659
"481",-73.2351281,41.51212242,143195,FALSE,"1","09005362101","09005362101.1","Woodbury","62101",28,13.5,15,".",13,".",18,NA,10,NA,0.005769208053675,1.11543435441137
"482",-73.26106111,41.55855243,143853,FALSE,"1","09005362102","09005362102.1","Woodbury","62102",58,19.9,30,"20.6",28,"19.3",22,31.5,36,16.3,0.006146440707929,0.998440928339399
"483",-73.03613104,41.67504946,144622,FALSE,"1","09005425300","09005425300.1","Plymouth","25300",82,39.9,55,"52.3",27,"27",44,93.1,38,24,0.004753263443593,0.989702503401857
"484",-73.03613104,41.67504946,145007,FALSE,"1","09005425400","09005425400.1","Plymouth","25400",114,47.3,68,"57.1",45,"37",51,85.8,62,34.2,0.0072426794215,1.00870416056363
"485",-72.99137303,41.67989746,145383,FALSE,"1","09005425500","09005425500.1","Plymouth","25500",102,61.5,67,"79.3",35,"43",33,78.7,70,56.5,0.005058955716242,1.23753381176327
"486",-73.24047313,42.00929052,145724,FALSE,"1","09005425600","09005425600.1","Norfolk","25600",40,27.2,31,"41",9,".",16,NA,24,20.7,0.002220157962435,0.576282414430437
"487",-72.66562192,41.56099845,146363,FALSE,"1","09007541100","09007541100.1","Middletown","41100",159,123.3,106,"164.1",54,"83.9",45,135.5,114,119.1,0.006846523259168,1.78646313324267
"488",-72.69634193,41.59309145,146613,FALSE,"1","09007541200","09007541200.1","Middletown","41200",168,64.7,109,"78.599999999999994",59,"48.8",70,119,98,48.8,0.007240923119508,1.54100959427122
"489",-72.70465593,41.60297846,147043,FALSE,"1","09007541300","09007541300.1","Middletown","41300",165,53.2,91,"59",74,"47.4",43,83.8,122,47.1,0.007850474346016,1.8638926126742
"490",-72.73161094,41.59587345,147195,FALSE,"1","09007541401","09007541401.1","Middletown","41401",49,29.4,29,"34.9",21,"25",26,57,23,19,0.007891742583745,1.75215589525446
"491",-72.69696593,41.59349845,147518,FALSE,"1","09007541402","09007541402.1","Middletown","41402",122,44.5,74,"50.8",48,"37.4",41,72.5,81,37.3,0.006911427041255,1.52402733528334
"492",-72.65181891,41.54930345,148004,FALSE,"1","09007541500","09007541500.1","Middletown","41500",32,19.8,16,".",15,".",16,NA,15,NA,0.007357492669884,1.63874291989503
"493",-72.64591991,41.56026845,148241,FALSE,"1","09007541600","09007541600.1","Middletown","41600",190,246.8,80,"215.6",110,"275.7",59,332.4,131,221.1,0.00873440237839,2.47111576018723
"494",-72.64591991,41.56026845,148418,FALSE,"1","09007541700","09007541700.1","Middletown","41700",341,182.4,209,"212.1",132,"149.19999999999999",81,199.3,260,177.7,0.008403420502836,1.90093458227119
"495",-72.63960491,41.53283944,148658,FALSE,"1","09007542000","09007542000.1","Middletown","42000",137,61.7,76,"64.900000000000006",62,"59.1",43,85.9,95,55.3,0.008121827969668,1.44237842726621
"496",-72.65216891,41.54913445,148944,FALSE,"1","09007542100","09007542100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007095244940883,1.46644187109663
"497",-72.67651992,41.53114644,149383,FALSE,"1","09007542200","09007542200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007088539890879,1.40207541368326
"498",-72.53509988,41.64375947,149626,FALSE,"1","09007550100","09007550100.1","East Hampton","50100",176,60.4,92,"62.2",84,"58.5",56,78.2,120,54.6,0.007581717230126,1.00408491726068
"499",-72.50666286,41.54720545,150083,FALSE,"1","09007550201","09007550201.1","East Hampton","50201",114,57.7,72,"73",41,"41.4",41,75.9,72,50.1,0.009735448419163,1.02319537266766
"500",-72.50806186,41.54927545,150669,FALSE,"1","09007550202","09007550202.1","East Hampton","50202",69,43.5,44,"54",25,"32.299999999999997",34,94.6,35,28.5,0.008379349872648,1.0245876727621
"501",-72.63072891,41.63217346,151241,FALSE,"1","09007560100","09007560100.1","Portland","60100",90,31,51,"34.5",38,"26.6",28,37.6,61,28.2,0.010239651462359,1.14318832292808
"502",-72.6274719,41.57621945,151790,FALSE,"1","09007560200","09007560200.1","Portland","60200",86,46.6,43,"44.4",43,"49",35,82.8,51,35.8,0.00929734812165,1.41382492670119
"503",-72.67549792,41.61773846,152178,FALSE,"1","09007570100","09007570100.1","Cromwell","70100",130,55.6,83,"68.7",47,"41.7",53,106.4,77,41.9,0.007642867539237,1.57537830673368
"504",-72.67355092,41.63345446,152452,FALSE,"1","09007570200","09007570200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007612840440409,1.51545684050928
"505",-72.63052491,41.63329046,152770,FALSE,"1","09007570300","09007570300.1","Cromwell","70300",52,17.5,34,"22.2",18,".",25,40.6,27,11.5,0.007291315524334,1.39303759388035
"506",-72.70112492,41.49135943,153154,FALSE,"1","09007580100","09007580100.1","Middlefield","80100",62,28,35,"31.9",27,"24.2",19,NA,43,25.7,0.007167679707745,1.39652216418205
"507",-72.71097193,41.48957443,153365,FALSE,"1","09007585100","09007585100.1","Durham","85100",90,24.4,49,"26.5",41,"22.3",29,27.8,61,23,0.00800766386332,1.15593775962679
"508",-72.48765685,41.49895644,153660,FALSE,"1","09007590100","09007590100.1","Haddam","90100",88,21.1,45,"21.8",43,"20.399999999999999",32,30.4,56,17.9,0.009287750025858,0.975131018221226
"509",-72.39197482,41.47120244,154105,FALSE,"1","09007595101","09007595101.1","East Haddam","95101",47,25.4,29,"31.5",18,".",12,NA,36,25.9,0.010395471397265,0.881816127216213
"510",-72.39050382,41.47124344,155061,FALSE,"1","09007595102","09007595102.1","East Haddam","95102",109,40.2,64,"46.8",45,"33.4",46,69,63,30.8,0.008964129002514,0.926830248130653
"511",-72.46545284,41.38149942,156003,FALSE,"1","09007600100","09007600100.1","Chester","00100",65,32.6,34,"32",31,"33.200000000000003",23,55.2,42,26.6,0.00817576651552,0.913736675333545
"512",-72.52673985,41.25460939,156255,FALSE,"1","09007610100","09007610100.1","Clinton","10100",56,52.1,32,"57.5",24,"46.3",10,NA,46,53.5,0.006103981522519,0.953939304949848
"513",-72.49462684,41.2565454,156600,FALSE,"1","09007610200","09007610200.1","Clinton","10200",76,43.3,40,"43.3",37,"44.4",16,NA,60,42.3,0.005630779808557,0.997360141391578
"514",-72.49914385,41.30536841,156838,FALSE,"1","09007610300","09007610300.1","Clinton","10300",145,68.9,72,"67.099999999999994",73,"70.7",41,72.4,103,66.9,0.010596494736525,0.976461339963619
"515",-72.58565788,41.3098604,157123,FALSE,"1","09007610400","09007610400.1","Clinton","10400",62,36.6,37,"43.4",25,"29.7",22,48.5,40,32.3,0.014921802384422,0.963692705755783
"516",-72.48303184,41.33834241,157465,FALSE,"1","09007620100","09007620100.1","Deep River","20100",82,35.4,55,"47.3",27,"23.5",20,37.7,62,34.8,0.007636097117564,0.977495593752193
"517",-72.42887983,41.32572141,157794,FALSE,"1","09007630100","09007630100.1","Essex","30100",110,32.9,69,"39.299999999999997",41,"25.8",26,35.2,84,32.3,0.008746826879819,1.06615562238645
"518",-72.58565788,41.3098604,158058,FALSE,"1","09007640100","09007640100.1","Killingworth","40100",88,27,48,"29",40,"24.9",33,39,55,22.8,0.012232851878822,0.996996035596574
"519",-72.39909381,41.2769094,159044,FALSE,"1","09007670100","09007670100.1","Old Saybrook","70100",81,33.4,40,"31.6",40,"34.5",34,54.9,46,25.5,0.011249190277053,0.964704646694002
"520",-72.40096881,41.2747864,159446,FALSE,"1","09007670200","09007670200.1","Old Saybrook","70200",113,41.9,61,"42.7",52,"41",37,77.5,76,34.2,0.013621744760321,1.06654276236484
"521",-72.43578583,41.33097141,159850,FALSE,"1","09007680100","09007680100.1","Westbrook","80100",145,41.8,95,"53.9",50,"29.3",36,48.5,109,40,0.010391552457342,0.951468552054789
"522",-72.67106291,41.49576044,160124,FALSE,"1","09007680200","09007680200.1","Middletown","80200",168,50,85,"50.6",82,"48.7",66,92.3,102,38.5,0.008746167106233,1.25363251471591
"523",-72.49462684,41.2565454,160588,FALSE,"1","09007990100","09007990100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",-73.05792303,41.31206939,160768,FALSE,"1","09009120100","09009120100.1","Derby","20100",138,41.1,81,"45.5",54,"34.1",60,84.1,78,29.5,0.009672028256264,1.78797740001421
"525",-73.08660504,41.31447739,160974,FALSE,"1","09009120200","09009120200.1","Derby","20200",400,129.4,194,"123.1",202,"133.4",149,192.9,251,108.3,0.009445404288742,1.65701176452324
"526",-73.06798403,41.34144539,161163,FALSE,"1","09009125100","09009125100.1","Ansonia","25100",134,59.5,101,"87.5",32,"29.2",28,61,106,59.1,0.009177730882063,1.60614499638832
"527",-73.06798403,41.34144539,161426,FALSE,"1","09009125200","09009125200.1","Ansonia","25200",235,80.9,120,"81",115,"80.7",81,102.9,154,72.7,0.008614035415045,1.68804936263511
"528",-73.08106404,41.33936939,161769,FALSE,"1","09009125300","09009125300.1","Ansonia","25300",417,150.5,237,"162.6",175,"133.4",172,209.5,245,125.7,0.008803558100645,1.90530073581221
"529",-73.07834504,41.34746039,161968,FALSE,"1","09009125400","09009125400.1","Ansonia","25400",207,122,152,"169.3",55,"68.8",70,153,137,110.5,0.0086237423104,2.03142525120799
"530",-73.06643404,41.3881684,162181,FALSE,"1","09009130101","09009130101.1","Seymour","30101",157,63.9,91,"70.7",64,"54.8",57,100.9,100,52.9,0.008540656442658,1.57372501706035
"531",-73.06654104,41.3882604,162458,FALSE,"1","09009130102","09009130102.1","Seymour","30102",62,39.8,33,"40.9",29,"38.700000000000003",24,63.2,38,32.3,0.008496540726717,1.60541658854376
"532",-73.08432604,41.40303641,162801,FALSE,"1","09009130200","09009130200.1","Seymour","30200",185,43.5,110,"51",73,"34.700000000000003",61,58,124,38.7,0.008371913426761,1.41822261767892
"533",-72.92927599,41.30289239,163122,FALSE,"1","09009140100","09009140100.1","New Haven","40100",105,86.6,78,"134.4",27,"42.7",52,512.3,53,47.7,0.020694697909059,3.51438901870466
"534",-72.91044198,41.29090039,163232,FALSE,"1","09009140200","09009140200.1","New Haven","40200",163,214.8,81,"178.2",80,"262.7",112,391.6,50,105.7,0.030661880317323,2.17975856301615
"535",-72.93120499,41.30394339,163387,FALSE,"1","09009140300","09009140300.1","New Haven","40300",385,281.3,179,"267.60000000000002",206,"294.5",175,381.3,210,230.9,0.048103412408668,2.50176423570156
"536",-72.92529898,41.28281539,163476,FALSE,"1","09009140400","09009140400.1","New Haven","40400",348,209.1,197,"228.3",151,"188.4",187,332.7,162,146.9,0.014884310725045,1.93500258287046
"537",-72.95108599,41.29727039,163570,FALSE,"1","09009140500","09009140500.1","New Haven","40500",569,308.7,247,"261.7",322,"358",299,435.5,270,233.4,0.017497693854786,1.93201072066636
"538",-72.94590299,41.30593839,163700,FALSE,"1","09009140600","09009140600.1","New Haven","40600",833,351.1,467,"385.5",366,"315.3",375,483.9,458,286.7,0.047012256090469,2.1550816306981
"539",-72.93922099,41.31553339,163779,FALSE,"1","09009140700","09009140700.1","New Haven","40700",593,298.1,357,"356.8",236,"238.6",194,442.4,399,257.3,0.019600940574007,3.12738135506276
"540",-72.956297,41.31046739,163865,FALSE,"1","09009140800","09009140800.1","New Haven","40800",538,271.4,289,"263.60000000000002",249,"281.2",231,378.4,307,223.8,0.019083650689871,2.1431039237431
"541",-72.94456399,41.31743239,164006,FALSE,"1","09009140900","09009140900.1","New Haven","40900",533,238.2,255,"216.7",278,"261.89999999999998",198,313.5,335,208.5,0.011168632775757,2.44062590874838
"542",-72.96871,41.32516739,164097,FALSE,"1","09009141000","09009141000.1","New Haven","41000",61,32.7,40,"41.3",20,"22.4",23,56.9,38,26,0.008328211347244,2.09200787715465
"543",-72.970177,41.31162139,164227,FALSE,"1","09009141100","09009141100.1","New Haven","41100",130,93.6,93,"127.4",37,"56.2",45,132.6,85,81,0.008306300169891,1.7563732818759
"544",-72.968156,41.3359364,164366,FALSE,"1","09009141200","09009141200.1","New Haven","41200",529,239,284,"231.6",245,"248.4",234,361.4,295,188.4,0.007209509794706,1.92376344815845
"545",-72.953641,41.3472234,164513,FALSE,"1","09009141300","09009141300.1","New Haven","41300",280,94.7,174,"103.5",106,"83.1",115,107.5,165,87.5,0.00799539256718,1.85257035083941
"546",-72.94804899,41.3339724,164799,FALSE,"1","09009141400","09009141400.1","New Haven","41400",432,172,246,"183.9",186,"158.5",178,218.5,254,149.7,0.010073208131454,2.13007046739096
"547",-72.93899299,41.3357094,164962,FALSE,"1","09009141500","09009141500.1","New Haven","41500",1173,341.3,660,"345.2",513,"336.5",568,474.7,605,270.1,0.009921392898326,2.14011847343858
"548",-72.93677199,41.31468639,165122,FALSE,"1","09009141600","09009141600.1","New Haven","41600",572,221.3,244,"206",328,"234.3",228,370.1,343,174.2,0.012278656020725,2.60752406430513
